0.000000000000000000e+00 0.000000000000000000e+00 -8.442579696626809849e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 7.272854352407882139e+00 0.000000000000000000e+00
-2.060762849788920104e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -1.163538014634756035e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.770116028593620605e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.953612111417422970e-01 0.000000000000000000e+00 -3.699531230991973008e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 6.640377445862615247e+00 0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 8.424034226000464143e-01 -0.000000000000000000e+00 -8.156669708189885626e-02 -0.000000000000000000e+00 -5.281058840377705010e+00 -0.000000000000000000e+00 2.671609049268944824e-01 -0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00 2.051494865761589459e+00 -0.000000000000000000e+00 -7.853177072239091672e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 1.028651836842397360e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -5.297791216368715084e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.152024522056639633e+00 -0.000000000000000000e+00
3.779745757336440359e+00 3.032573460641866614e+00 -0.000000000000000000e+00 3.477622917592747775e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.706141025441469949e+00 3.811745612916869419e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 3.195434668251632804e+00
-2.851228637405200939e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
